;Diagnostico;Region;Actividad Economica;Edad;Sexo;Seguro;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Observación
;Licencia médica preventiva parental;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;1438;1008;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;26458;26954;28393;41381;32878;47227;52832;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Valparaíso (V);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;7;0;1;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;416820;484589;532903;574724;648550;1094960;1032654;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;413770;461047;497411;494435;408538;605788;536415;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;262054;302472;304522;309288;186686;140822;272630;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;140023;153068;163571;166566;134349;178849;183113;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;105448;133846;160207;147859;104569;89334;113258;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;76942;90280;101040;105251;76211;99972;111172;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;51984;53193;54731;51280;41391;37915;39374;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;59773;68423;71060;65296;48733;58467;61375;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;42348;46280;51074;48701;43169;47219;48739;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;49323;53452;55340;54698;52107;62180;56668;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;386436;635849;521284;
;Licencia médica preventiva parental;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;86216;121947;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;216738;232572;264831;257920;212482;267297;259845;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Metropolitana (RM);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;2;2;9;1;129;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;45814;37837;40778;43072;45582;80131;81285;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;42236;38386;44438;50843;43809;70415;68784;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;14970;14353;13540;17203;9497;10293;22552;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;13045;11170;13884;17563;15281;21649;23086;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5961;5513;6950;7929;5842;6107;8884;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5991;6166;7124;8266;6104;9447;10964;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;12426;12289;12153;10767;9262;9598;10864;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5762;5403;6047;5650;4664;5974;6537;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4806;4739;5706;5875;4414;5255;5281;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5737;5438;5614;5665;5677;6894;6623;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;32478;65627;57011;
;Licencia médica preventiva parental;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;901;566;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;16059;14746;18123;19710;17299;24483;26142;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;O'Higgins (VI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;2;0;1;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;32383;36467;41381;50529;54447;97803;100962;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;30571;33907;39502;46705;39903;67077;72210;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;17040;17711;19533;23032;9110;11417;27770;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;10448;10659;12627;16746;15021;21626;23400;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2842;2928;4158;7727;4034;5312;7548;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;9143;9786;11661;11880;7224;10685;13405;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;7085;6748;7204;7586;5706;7275;8146;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4713;4977;5773;6409;4368;6142;7176;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4464;4509;4772;6361;5660;6624;7094;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3935;4087;4859;5120;4852;6516;6906;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;25087;63106;58555;
;Licencia médica preventiva parental;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;972;730;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;12669;13535;16789;24141;17423;27764;31563;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Maule (VII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;1;0;1;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;12766;15244;18929;35270;41014;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;13977;15477;13602;25552;30935;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;10154;10748;3350;3882;13186;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;6027;6820;5685;9384;10971;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;2153;2357;1272;1779;3027;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;5634;6142;3399;5368;6934;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;2990;3137;2208;2477;2824;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;2140;2255;1543;2375;2953;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;1596;1845;1629;2358;2592;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;2082;2378;2198;3091;3464;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;13164;33262;34353;
;Licencia médica preventiva parental;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;421;333;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;7657;8585;7352;10270;13388;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Ñuble (XVI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;2;1;0;2;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;66125;71639;66057;69233;92545;171350;197452;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;80269;93434;90043;88240;74530;127751;136921;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;46857;54367;43947;40550;17988;17751;51424;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;28056;31498;28361;29439;24997;37955;43143;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;16294;18807;19256;15722;8702;9813;15039;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;16485;18534;15104;17152;11553;16727;22218;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;15631;15709;12673;11036;8874;9842;13118;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;10422;11763;10146;9567;6377;9479;11658;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;8721;9751;8692;8611;7570;9689;10849;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;9937;10764;9245;8569;7639;10603;11242;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;38632;105126;99263;
;Licencia médica preventiva parental;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;1240;1019;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;36334;41358;38015;38462;30473;47450;57187;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Biobío (VIII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;2;23;98;0;30;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;25588;27592;33206;38975;29329;65461;70656;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;27537;29545;34087;38779;22040;46755;49725;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;16412;18165;18985;22046;6404;9658;27968;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;8354;8932;10051;13091;8956;16578;18259;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5632;6301;7807;7716;3485;6091;8457;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4696;5264;5695;9436;4814;9564;11592;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4107;4266;4719;4844;2689;3565;4587;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3406;3547;3993;4531;2238;4351;5227;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2660;2888;3300;3815;3002;4763;5157;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2897;3065;3293;3759;2619;4001;4188;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;16458;63589;56724;
;Licencia médica preventiva parental;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;729;536;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;14912;16481;19154;20444;11085;20319;21965;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;La Araucanía (IX);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;1;3;0;4;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4308;4530;6259;7802;6544;14692;19429;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;6066;6439;8730;11229;7615;14725;17343;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;6234;6660;8403;10252;3251;3525;14694;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2428;2321;3610;4904;3676;5903;6832;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2484;2654;3386;3234;1536;2229;4912;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1890;2093;3141;4679;2398;3443;5037;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;730;733;891;1052;568;757;1030;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1044;1153;1557;1783;1011;1531;2092;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1055;1289;1437;1717;1364;1528;1812;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1005;1069;1131;1464;1005;1395;1817;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;6758;30458;29745;
;Licencia médica preventiva parental;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;323;231;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3490;3576;5011;6711;3947;6755;8982;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Los Ríos (XIV);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;1;1;0;1;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;19946;22409;27841;33592;37648;67519;77283;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;29182;31890;37434;40578;33671;58831;64218;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;22371;25442;27781;28289;10414;12732;43199;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;9855;10698;12775;15535;12966;20431;24022;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;8713;10517;13326;10647;5589;7083;11910;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;6123;7361;8902;10829;7496;12184;16101;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2594;2691;3197;3145;1891;2620;3216;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3505;3848;4334;4595;3162;4735;5893;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2981;3041;3352;3765;3138;3930;4397;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;3455;3672;4169;4408;4074;5493;5663;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;25671;83923;57987;
;Licencia médica preventiva parental;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;739;621;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;13400;14568;18216;19473;14077;22958;27787;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Los Lagos (X);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;1;0;22;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2683;3683;4724;5562;4389;8758;10713;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2861;3272;4041;4385;2547;4696;6102;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1971;2514;3324;3607;1228;1586;5731;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1221;1499;1933;1905;1507;2156;2678;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;844;1010;1422;1312;570;1124;1699;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;805;838;1101;1490;794;1356;1827;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;338;390;446;540;304;504;731;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;506;580;779;844;507;735;868;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;467;514;636;578;439;570;638;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;395;475;533;530;354;476;583;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;1564;8257;9607;
;Licencia médica preventiva parental;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;111;99;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1730;1863;2475;2744;1718;2583;3333;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Aysén (XI);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;2;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;4392;4432;6278;8468;9223;15432;15057;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;5959;7073;9025;10752;6856;11268;12308;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2881;3744;4683;6380;2481;2398;6492;
LM autorizadas Diagnostico, Seguro de Salud, Region;Traumatismos, envenenamientos y otros;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;1879;2232;2781;3446;2521;4040;4980;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. infecciosas;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;586;751;1537;2098;1028;1362;2202;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. del Sistema Digestivo;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2004;2209;3037;3304;1781;2928;3176;
LM autorizadas Diagnostico, Seguro de Salud, Region;Afecciones del embarazo, Parto y Puerperio;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;932;758;784;887;647;770;761;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enfermedades del Sist. Genito urinario;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;791;1004;1145;1202;766;1029;1089;
LM autorizadas Diagnostico, Seguro de Salud, Region;Tumores y Cánceres;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;881;1046;1166;1261;1059;1166;1214;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. cardiovasculares;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;761;799;895;1047;862;1026;902;
LM autorizadas Diagnostico, Seguro de Salud, Region;COVID-19;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;12034;16584;17691;
;Licencia médica preventiva parental;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;#N/D;0;0;145;171;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Otros diagnósticos;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;2922;3659;4477;5055;3105;5129;5507;
LM autorizadas Diagnostico, Seguro de Salud, Region;Sin información;Magallanes (XII);todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;1;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Trastornos mentales;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. osteomusculares;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
LM autorizadas Diagnostico, Seguro de Salud, Region;Enf. respiratorias;Sin información;todas_actv;todas_edad;ambos_sex;fonasa;;;;;#N/D;0;0;0;0;0;0;
